map_id,ott_id,species_name,ref_id,map_length_cM,genome_size_mb,genome_size_method,map_sex,n_markers,n_linkage_groups,haploid_chromosome_number,passes_2017_criteria,in_published_353,recombination_rate_cM_per_Mb,map_length_per_chromosome_cM,marker_interval_cM,fm_map_length_ratio
RM0188,ott114170,Gadus morhua,hubert2010,1421.92,909.54,c_value,sex_averaged,924.0,23.0,23.0,True,True,1.56334,61.823,1.5389,
RM0189,ott153563,Gallus gallus,pengelly2016,2762.2,1230.26,estimate_unspecified,sex_averaged,500000.0,28.0,35.0,True,True,2.245216,78.92,0.0055,
RM0190,ott153563,Gallus gallus,pengelly2016,2867.6,1230.26,estimate_unspecified,sex_averaged,8349.0,,35.0,,False,2.330889,81.931,0.3435,
RM0191,ott401066,Gasterosteus aculeatus,rastas2015,1251.1609277,625.92,c_value,sex_averaged,1872.0,,22.0,,False,1.998915,56.871,0.6684,
RM0192,ott401066,Gasterosteus aculeatus,rastas2015,1980.74,625.92,c_value,sex_averaged,13060.0,21.0,22.0,True,True,3.164526,90.034,0.1517,1.4743
RM0193,ott717875,Gentiana scabra,nakatsuka2012,613.7,5000.0,estimate_unspecified,sex_averaged,263.0,19.0,13.0,True,True,0.12274,47.208,2.3335,
RM0194,ott232963,Globodera rostochiensis,vandervoort1999,431.0,95.8763,estimate_unspecified,sex_averaged,62.0,9.0,9.0,True,True,4.495376,47.889,6.9516,
RM0195,ott681762,Glycine max,song2016,2241.32,1105.14,estimate_unspecified,sex_averaged,2549.0,,20.0,,False,2.028087,112.066,0.8793,
RM0196,ott681762,Glycine max,song2016,2445.8,1105.14,estimate_unspecified,sex_averaged,21478.0,20.0,20.0,True,True,2.213113,122.29,0.1139,
RM0198,ott625750,Gossypium arboreum,badigannavar2015,1109.0,1682.16,estimate_unspecified,sex_averaged,606.0,37.0,13.0,False,False,0.659271,85.308,1.83,
RM0199,ott854476,Gossypium barbadense,shi2014,5115.6,2694.39,estimate_unspecified,sex_averaged,2292.0,26.0,26.0,True,True,1.898612,196.754,2.2319,
RM0200,ott854480,Gossypium hirsutum,jia2016,4071.98,2347.2,estimate_unspecified,sex_averaged,6434.0,26.0,26.0,True,True,1.734824,156.615,0.6329,
RM0201,ott79347,Gossypium raimondii,wang2013,1493.3,1101.228,c_value,sex_averaged,433.0,,13.0,,False,1.356032,114.869,3.4487,
RM0202,ott79347,Gossypium raimondii,wang2013,2325.0,1101.228,c_value,sex_averaged,48958.0,13.0,13.0,True,True,2.111279,178.846,0.0475,
RM0203,ott733231,Gossypium tomentosum,hou2013,3320.8,2386.32,estimate_unspecified,sex_averaged,1204.0,35.0,26.0,True,True,1.391599,127.723,2.7581,
RM0204,ott780542,Haliotis diversicolor,ren2016,2190.1,1418.1,c_value,sex_averaged,3717.0,16.0,16.0,True,True,1.54439,136.881,0.5892,1.2454
RM0205,ott780532,Haliotis midae,vervalle2013,1038.0,1398.54,c_value,sex_averaged,186.0,18.0,18.0,True,True,0.742203,57.667,5.5806,
RM0207,ott138490,Haplochromis chilotes,henning2014,1225.68,1075.8,estimate_unspecified,sex_averaged,1122.0,22.0,22.0,True,True,1.13932,55.713,1.0924,
RM0208,ott685068,Haplochromis sauvagei,henning2017,1130.63,1075.8,estimate_unspecified,sex_averaged,867.0,22.0,22.0,True,True,1.050967,51.392,1.3041,
RM0209,ott515712,Helianthus annuus,celik2016,2472.0,2376.54,estimate_unspecified,sex_averaged,817.0,17.0,17.0,True,True,1.040168,145.412,3.0257,
RM0210,ott896444,Heliconius melpomene,davey2016,689.262,293.4,c_value,sex_averaged,1017.0,,21.0,,False,2.349223,32.822,0.6777,
RM0211,ott896444,Heliconius melpomene,davey2016,1364.23,293.4,c_value,sex_averaged,431488.0,21.0,21.0,True,True,4.649727,64.963,0.0032,
RM0212,ott1072058,Heterobasidion annosum,lind2012,2476.0,27.9883,c_value,sex_averaged,241.0,17.0,,,False,88.465537,,10.2739,
RM0213,ott332065,Heterodera glycines,atibalentja2005,539.0,81.908,estimate_unspecified,sex_averaged,131.0,10.0,9.0,True,True,6.580554,59.889,4.1145,
RM0214,ott339361,Hevea brasiliensis,shearman2015,4160.0,2102.7,estimate_unspecified,sex_averaged,12326.0,18.0,18.0,True,True,1.978409,231.111,0.3375,
RM0215,ott393745,Hibiscus cannabinus,chen2011,4924.8,1496.34,c_value,sex_averaged,396.0,26.0,18.0,True,True,3.291231,273.6,12.4364,
RM0216,ott23821,Hieracium,shirasawa2014,1650.0,4058.7,c_value,sex_averaged,518.0,16.0,18.0,True,True,0.406534,91.667,3.1853,
RM0217,ott408328,Hippoglossus hippoglossus,palaiokostas2013,1514.0,713.94,other_literature,sex_averaged,4049.0,24.0,24.0,True,True,2.120626,63.083,0.3739,1.0856
RM0218,ott770315,Homo sapiens,kong2010,3179.9563005,3423.0,c_value,sex_averaged,276215.0,,48.0,,False,0.928997,66.249,0.0115,
RM0219,ott657948,Hordeum vulgare,zhou2016a,927.07,5418.1,c_value,sex_averaged,1832.0,7.0,7.0,True,True,0.171106,132.439,0.506,
RM0220,ott84020,Humulus lupulus,henning2015,745.9,2836.2,c_value,sex_averaged,3341.0,11.0,10.0,True,True,0.262993,74.59,0.2233,
RM0221,ott677266,Hyla aborea,brelsford2015,1770.722,4649.69,c_value,sex_averaged,1598.0,12.0,12.0,True,True,0.380826,147.56,1.1081,2.0856
RM0222,ott35786,Hypophthalmichthys molitrix,guo2013,1561.1,978.0,c_value,sex_averaged,703.0,24.0,24.0,True,True,1.596217,65.046,2.2206,
RM0223,ott762099,Hypsizygus marmoreus,sun2016,86.2,41.6261,estimate_unspecified,sex_averaged,14.0,2.0,11.0,False,False,2.070816,7.836,6.1571,
RM0224,ott351029,Hyriopsis cumingii,bai2016,2713.0,3000.0,other_literature,sex_averaged,4920.0,19.0,19.0,True,True,0.904333,142.789,0.5514,1.0972
RM0225,ott701523,Ictalurus punctatus,liu2015a,3240.0,993.648,c_value,sex_averaged,26238.0,29.0,29.0,True,True,3.260712,111.724,0.1235,
RM0226,ott1071040,Ipomoea batatas,zhao2013b,8184.5,1833.75,estimate_unspecified,sex_averaged,2077.0,90.0,90.0,True,True,4.463258,90.939,3.9405,
RM0228,ott621065,Ixodes scapularis,ullmann2003,616.0,1765.38,estimate_unspecified,sex_averaged,127.0,14.0,15.0,True,True,0.348933,41.067,4.8504,
RM0229,ott916001,Jatropha curcas,wu2015,1655.8,420.54,estimate_unspecified,sex_averaged,1208.0,11.0,11.0,True,True,3.937319,150.527,1.3707,
RM0230,ott138717,Juglans regia,zhu2015,2457.82,606.36,estimate_unspecified,sex_averaged,2577.0,16.0,16.0,True,True,4.053401,153.614,0.9538,2.041
RM0231,ott229709,Kryptolebias marmoratus,kanamori2016,1248.0,680.367,assembly_or_direct,sex_averaged,9904.0,24.0,24.0,True,True,1.834304,52.0,0.126,
RM0232,ott160616,Labeo rohita,robinson2014,1373.8,1950.0,other_literature,sex_averaged,3193.0,25.0,25.0,True,True,0.704513,54.952,0.4303,0.9935
RM0233,ott985685,Laccaria bicolor,labbe2008,812.0,64.8774,c_value,sex_averaged,294.0,13.0,,,False,12.515915,,2.7619,
RM0234,ott515700,Lactuca sativa,truco2013,2974.0,2591.7,estimate_unspecified,sex_averaged,3696.0,9.0,9.0,True,True,1.147509,330.444,0.8047,
RM0236,ott679823,Larimichthys crocea,ao2015,5451.3,678.938,estimate_unspecified,sex_averaged,10150.0,24.0,24.0,True,True,8.029157,227.138,0.5371,
RM0237,ott154040,Larix kaempferi,guan2011,546.5,9291.0,c_value,sex_averaged,581.0,15.0,12.0,True,True,0.05882,45.542,0.9406,
RM0239,ott437601,Lates calcarifer,wang2017a,1412.9,684.6,c_value,sex_averaged,3836.0,24.0,24.0,True,True,2.063833,58.871,0.3683,
RM0240,ott743052,Laupala,shaw2007,795.3,1900.0,other_literature,male,131.0,16.0,8.0,False,False,0.418579,99.412,6.071,
RM0241,ott156245,Lens culinaris,sudheesh2016,2429.61,4107.6,estimate_unspecified,sex_averaged,689.0,7.0,7.0,True,True,0.591491,347.087,3.5263,
RM0242,ott162647,Lentinula edodes,gong2014,983.7,46.1067,estimate_unspecified,sex_averaged,572.0,12.0,,,False,21.335294,,1.7198,
RM0243,ott1028028,Lepisosteus oculatus,amores2011,2923.736,1378.98,c_value,sex_averaged,2820.0,,29.0,,False,2.120216,100.818,1.0368,
RM0244,ott836783,Lepomis macrochirus,wang2009b,1576.75,987.78,c_value,sex_averaged,222.0,31.0,24.0,True,True,1.596256,65.698,7.1025,1.0675
RM0245,ott185597,Leptinotarsa decemlineata,hawthorne2001b,1032.0,449.88,c_value,sex_averaged,182.0,18.0,18.0,True,True,2.293945,57.333,5.6703,
RM0246,ott1061491,Leptopilina clavipes,pannebakker2004,219.9,255.344,estimate_unspecified,sex_averaged,32.0,5.0,5.0,False,False,0.861191,43.98,6.8719,
RM0248,ott1000262,Linum usitatissimum,cloutier2012,1151.0,684.6,estimate_unspecified,sex_averaged,770.0,15.0,15.0,True,True,1.681274,76.733,1.4948,
RM0249,ott169168,Litopenaeus vannamei,yu2015,4271.43,2640.0,estimate_unspecified,sex_averaged,6146.0,44.0,44.0,True,True,1.617966,97.078,0.695,
RM0250,ott135777,Lolium multiflorum,guan2014,488.8,2660.16,estimate_unspecified,sex_averaged,192.0,7.0,7.0,True,True,0.183748,69.829,2.5458,
RM0251,ott135774,Lolium perenne,velmurugan2016,952.6,2365.782,c_value,sex_averaged,1865.0,7.0,7.0,True,True,0.402658,136.086,0.5108,
RM0252,ott1081728,Lotus japonicus,wang2008b,508.5,469.44,estimate_unspecified,sex_averaged,1023.0,6.0,6.0,True,True,1.083206,84.75,0.4971,
RM0253,ott84261,Lucania goodei,berdan2014a,392.0,1319.322,c_value,sex_averaged,915.0,23.0,24.0,True,True,0.297122,16.333,0.4284,
RM0254,ott839518,Lucania parva,berdan2014b,605.0,1391.694,c_value,sex_averaged,766.0,23.0,23.0,True,True,0.434722,26.304,0.7898,
RM0255,ott565719,Luffa acutangula,wu2016,1436.12,831.3,estimate_unspecified,sex_averaged,177.0,14.0,13.0,True,True,1.727559,110.471,8.1137,
RM0256,ott1030424,Lupinus albus,vipin2013,2169.0,586.8,estimate_unspecified,sex_averaged,461.0,38.0,25.0,True,True,3.696319,86.76,4.705,
RM0257,ott1030433,Lupinus angustifolius,yang2012,1629.9,1153.0,estimate_unspecified,sex_averaged,8246.0,20.0,20.0,True,True,1.413617,81.495,0.1977,
RM0258,ott689650,Macaca mulatta,rogers2006,2048.0,3290.97,c_value,sex_averaged,241.0,20.0,22.0,True,True,0.622309,93.091,8.4979,
RM0259,ott689650,Macaca mulatta,rogers2006,2473.9,3290.97,c_value,sex_averaged,274.0,,22.0,,False,0.751724,112.45,9.0288,
RM0260,ott539171,Macropus eugenii,wang2011,1402.4,1153.0,estimate_unspecified,sex_averaged,148.0,8.0,7.0,True,True,1.216305,200.343,9.4757,0.8383
RM0261,ott258235,Magnaporthe grisea,zheng2008,1247.0,42.711,c_value,sex_averaged,176.0,7.0,7.0,True,True,29.196226,178.143,7.0852,
RM0262,ott3902985,Malus domestica,dipierro2016,1267.0,1874.77,estimate_unspecified,sex_averaged,15417.0,17.0,17.0,True,True,0.675816,74.529,0.0822,
RM0263,ott854961,Malus pumila,clark2014,1481.72,753.06,estimate_unspecified,sex_averaged,1091.0,17.0,17.0,True,True,1.967599,87.16,1.3581,
RM0264,ott321926,Malus sieversii,liu2016a,1299.67,733.5,estimate_unspecified,sex_averaged,280.0,17.0,17.0,True,True,1.771875,76.451,4.6417,
RM0265,ott807634,Mangifera indica,luo2016a,3148.28,440.1,estimate_unspecified,sex_averaged,6594.0,20.0,20.0,True,True,7.153556,157.414,0.4774,
RM0266,ott339369,Manihot esculenta,alaba2015,2412.0,1222.5,c_value,sex_averaged,22403.0,18.0,18.0,True,True,1.973006,134.0,0.1077,
RM0267,ott5787510,Marsupenaeus japonicus,lu2016,3610.9,2767.74,c_value,sex_averaged,9289.0,41.0,43.0,True,True,1.304638,83.974,0.3887,0.9402
RM0268,ott1086789,Medicago sativa,li2014b,2133.0,1276.29,estimate_unspecified,sex_averaged,2154.0,32.0,32.0,True,True,1.67125,66.656,0.9903,
RM0269,ott1060499,Medicago truncatula,gorton2012,556.7,469.44,estimate_unspecified,sex_averaged,540.0,,8.0,,False,1.185881,69.588,1.0309,
RM0270,ott1060499,Medicago truncatula,gorton2012,1215.0,469.44,estimate_unspecified,sex_averaged,184.0,8.0,8.0,True,True,2.58819,151.875,6.6033,
RM0271,ott809207,Melampsora lini,anderson2016,5860.0,170.172,c_value,sex_averaged,13412.0,27.0,18.0,True,True,34.435747,325.556,0.4369,
RM0272,ott446482,Meleagris gallopavo,aslam2010,2157.9,1431.14,c_value,sex_averaged,471.0,,32.0,,False,1.507819,67.434,4.5815,
RM0273,ott446482,Meleagris gallopavo,aslam2010,2324.0,1431.14,c_value,sex_averaged,531.0,28.0,32.0,True,True,1.62388,72.625,4.3766,
RM0274,ott1043271,Meloidogyne hapla,thomas2012,1294.1,53.013,assembly_or_direct,sex_averaged,182.0,16.0,16.0,True,True,24.410994,80.881,7.1104,
RM0275,ott265548,Melospiza melodia,nietlisbach2015,1731.0,1398.54,c_value,sex_averaged,191.0,35.0,40.0,True,True,1.237719,43.275,9.0628,
RM0276,ott677719,Metriaclima zebra,oquin2013,1933.0,848.776495,assembly_or_direct,male,843.0,22.0,22.0,True,True,2.277396,87.864,2.293,
RM0277,ott927240,Microtus ochrogaster,mcgraw2011,1707.0,2287.34,assembly_or_direct,sex_averaged,406.0,20.0,28.0,True,True,0.746282,60.964,4.2044,
RM0278,ott504496,Mimulus guttatus,holeski2014,1750.0,450.0,estimate_unspecified,sex_averaged,3073.0,14.0,14.0,True,True,3.888889,125.0,0.5695,
RM0279,ott764796,Miscanthus sinensis,liu2015b,1605.5,2591.7,estimate_unspecified,sex_averaged,1821.0,19.0,19.0,True,True,0.619478,84.5,0.8817,0.9919
RM0280,ott312382,Misgurnus anguillicaudatus,morishima2007,723.35,1594.14,c_value,sex_averaged,159.0,27.0,25.0,True,True,0.453756,28.934,4.5494,1.1847
RM0281,ott122362,Monodelphis domestica,samollow2007,715.0,3598.44,estimate_unspecified,sex_averaged,150.0,8.0,9.0,True,True,0.198697,79.444,4.7667,0.5009
RM0282,ott542509,Mus musculus,cox2009,1288.0,3182.52705882353,c_value,sex_averaged,,20.0,20.0,,False,0.40471,64.4,,
RM0283,ott542509,Mus musculus,cox2009,1436.348,3182.52705882353,c_value,sex_averaged,9872.0,,20.0,,False,0.451323,71.817,0.1455,1.0399
RM0284,ott207474,Musa acuminata,hippolyte2010,1197.0,472.231,estimate_unspecified,sex_averaged,489.0,11.0,11.0,True,True,2.534776,108.818,2.4479,
RM0285,ott1011010,Musca domestica,feldmeyer2010,229.3,929.1,c_value,sex_averaged,35.0,5.0,5.0,False,False,0.246798,45.86,6.5514,
RM0288,ott5319573,Mycosphaerella graminicola,kema2002,1216.0,39.7,assembly_or_direct,sex_averaged,223.0,23.0,21.0,True,True,30.629723,57.905,5.4529,
RM0289,ott729592,Nasonia giraulti,diao2016,620.0,283.607,estimate_unspecified,sex_averaged,92.0,5.0,5.0,True,True,2.186124,124.0,6.7391,
RM0290,ott729593,Nasonia vitripennis,beukeboom2010,515.0,332.52,c_value,sex_averaged,36.0,5.0,5.0,False,False,1.548779,103.0,14.3056,
RM0291,ott532278,Nelumbo lutea,zhang2014,494.3,948.66,estimate_unspecified,sex_averaged,4098.0,9.0,8.0,True,True,0.521051,61.788,0.1206,
RM0292,ott532288,Nelumbo nucifera,liu2016b,581.3,234.72,estimate_unspecified,sex_averaged,8971.0,8.0,8.0,True,True,2.476568,72.662,0.0648,
RM0293,ott733968,Nicotiana langsdorffii,zhang2012,1062.0,4254.3,estimate_unspecified,sex_averaged,266.0,12.0,9.0,True,True,0.24963,118.0,3.9925,
RM0294,ott222787,Nicotiana tabacum,gong2016,2662.43,5066.04,estimate_unspecified,sex_averaged,4409.0,24.0,24.0,True,True,0.525545,110.935,0.6039,
RM0295,ott876508,Nilaparvata lugens,jairin2012,1093.3,1140.79,estimate_unspecified,sex_averaged,518.0,17.0,15.0,True,True,0.958371,72.887,2.1106,
RM0297,ott513643,Nothobranchius furzeri,kirschner2012,1965.0,1242.52,estimate_unspecified,sex_averaged,355.0,22.0,19.0,True,True,1.581463,103.421,5.5352,
RM0298,ott23729,Olea europaea,ipek2016,3049.0,1907.1,estimate_unspecified,sex_averaged,5634.0,25.0,23.0,True,True,1.598763,132.565,0.5412,
RM0299,ott739917,Oncorhynchus kisutch,mcclelland2008,358.55,2767.74,c_value,sex_averaged,281.0,33.0,30.0,True,True,0.129546,11.952,1.276,1.4951
RM0300,ott165368,Oncorhynchus mykiss,guyomard2012,3600.0,2592.678,c_value,sex_averaged,2226.0,29.0,29.0,True,True,1.388526,124.138,1.6173,
RM0301,ott165375,Oncorhynchus nerka,larson2015,3186.5,2858.694,c_value,sex_averaged,6322.0,29.0,29.0,True,True,1.11467,109.879,0.504,1.7818
RM0302,ott730762,Oncorhynchus tshawytscha,mckinney2015,3119.7,2709.06,c_value,female,14620.0,34.0,34.0,True,True,1.15158,91.756,0.2134,3.5854
RM0303,ott288069,Oreochromis mossambicus,liu2013a,1067.6,978.0,c_value,sex_averaged,401.0,22.0,22.0,True,True,1.091616,48.527,2.6623,
RM0304,ott288063,Oreochromis niloticus,kocher1998,704.0,1058.196,c_value,sex_averaged,174.0,30.0,22.0,True,True,0.665283,32.0,4.046,
RM0305,ott864596,Oryctolagus cuniculus,sternstein2015,1419.0,3107.24571428572,c_value,sex_averaged,184.0,34.0,22.0,True,True,0.456675,64.5,7.712,
RM0306,ott135756,Oryza rufipogon,luo2016b,1596.8,449.88,estimate_unspecified,sex_averaged,153.0,12.0,12.0,True,True,3.549391,133.067,10.4366,
RM0307,ott709894,Oryza sativa,deleon2016,1650.0,489.0,c_value,sex_averaged,9303.0,12.0,12.0,True,True,3.374233,137.5,0.1774,
RM0308,ott709894,Oryza sativa,deleon2016,1863.5528,489.0,c_value,sex_averaged,30971.0,,12.0,,False,3.810946,155.296,0.0602,
RM0309,ott942673,Oryzias latipes,kimura2005,1426.93,1009.296,c_value,sex_averaged,2142.0,,24.0,,False,1.413787,59.455,0.6662,
RM0310,ott1033104,Ostrea edulis,harrang2015,536.4,1144.26,c_value,sex_averaged,293.0,10.0,10.0,True,True,0.468775,53.64,1.8307,
RM0312,ott70819,Ovis aries,johnston2016,3304.0,2941.824,c_value,sex_averaged,39104.0,26.0,27.0,True,True,1.123113,122.37,0.0845,0.7631
RM0313,ott70819,Ovis aries,johnston2016,3468.8,2941.824,c_value,sex_averaged,554.0,,27.0,,False,1.179132,128.474,6.2614,
RM0314,ott123206,Ovis canadensis,poissant2010,3051.0,2590.55,estimate_unspecified,sex_averaged,247.0,27.0,27.0,True,True,1.177742,113.0,12.3522,1.1183
RM0316,ott205619,Panicum virgatum,liu2012a,2085.2,1792.674,estimate_unspecified,sex_averaged,499.0,18.0,18.0,True,True,1.163179,115.844,4.1788,
RM0317,ott947948,Papilio glaucus,winter2009,1167.0,430.32,c_value,sex_averaged,253.0,28.0,28.0,True,True,2.711935,41.679,4.6126,0.0833
RM0318,ott115449,Papio anubis,rogers2000,2422.1,3452.34,assembly_or_direct,sex_averaged,242.0,,21.0,,False,0.701582,115.338,10.0087,
RM0319,ott115463,Papio hamadryas,cox2006,2354.0,3457.23,c_value,sex_averaged,284.0,20.0,20.0,True,True,0.680892,117.7,8.2887,
RM0320,ott883392,Paralichthys olivaceus,liu2013b,1695.15,694.38,c_value,sex_averaged,1487.0,24.0,24.0,True,True,2.441243,70.631,1.14,0.9637
RM0321,ott515143,Parus major,vanoers2013,1916.82,1476.78,c_value,sex_averaged,4878.0,32.0,32.0,True,True,1.297973,59.901,0.393,
RM0322,ott449027,Patinopecten yessoensis,wang2017b,1918.65,1437.66,c_value,sex_averaged,7489.0,19.0,19.0,True,True,1.334565,100.982,0.2562,
RM0324,ott212713,Penaeus monodon,baranski2014,3488.5,2170.0,other_literature,sex_averaged,3959.0,44.0,44.0,True,True,1.607604,79.284,0.8812,1.3918
RM0325,ott1079449,Pennisetum glaucum,punnuri2016,716.7,2621.04,estimate_unspecified,sex_averaged,16650.0,7.0,7.0,True,True,0.273441,102.386,0.043,
RM0327,ott377525,Peromyscus maniculatus,kenneyhunt2014,1499.0,4264.08,c_value,sex_averaged,340.0,24.0,24.0,True,True,0.351541,62.458,4.4088,
RM0328,ott913249,Persea americana,borrone2009,1087.4,909.54,estimate_unspecified,sex_averaged,152.0,12.0,12.0,True,True,1.195549,90.617,7.1539,
RM0329,ott232467,Petunia axillaris,bossolini2011,970.0,1369.2,estimate_unspecified,sex_averaged,125.0,7.0,7.0,True,True,0.708443,138.571,7.76,
RM0330,ott5346507,Phaeosphaeria nodorum,malkus2009,1932.1,37.1,other_literature,sex_averaged,276.0,21.0,17.0,True,True,52.078167,113.653,7.0004,
RM0331,ott808637,Phalloceros caudimaculatus,gutierrez2011,1477.0,700.0,estimate_unspecified,sex_averaged,189.0,22.0,24.0,True,True,2.11,61.542,7.8148,
RM0332,ott825707,Phaseolus vulgaris,song2015,1042.2,586.8,estimate_unspecified,sex_averaged,7040.0,11.0,11.0,True,True,1.776074,94.745,0.148,
RM0334,ott789008,Phoenix dactylifera,mathew2014,1293.0,929.1,estimate_unspecified,sex_averaged,1200.0,18.0,18.0,True,True,1.391669,71.833,1.0775,
RM0335,ott735973,Phycomyces blakesleeanus,chaudhary2013,1583.4,53.9392,c_value,sex_averaged,134.0,12.0,,,False,29.355274,,11.8164,
RM0336,ott821359,Physcomitrella patens,kamisugi2008,4410.0,477.948,estimate_unspecified,sex_averaged,1420.0,31.0,27.0,True,True,9.226945,163.333,3.1056,
RM0337,ott775738,Phytophthora capsici,lamour2012,1654.0,64.0,estimate_unspecified,sex_averaged,1136.0,18.0,9.0,False,False,25.84375,183.778,1.456,
RM0338,ott775725,Phytophthora infestans,vanderlee2004,1091.0,240.0,estimate_unspecified,sex_averaged,629.0,13.0,9.0,True,True,4.545833,121.222,1.7345,
RM0339,ott517943,Picea abies,lind2014,1889.2,18190.8,c_value,sex_averaged,686.0,12.0,12.0,True,True,0.103855,157.433,2.7539,
RM0340,ott771681,Picea glauca,gosselin2002,2059.4,19755.6,c_value,sex_averaged,165.0,23.0,12.0,False,False,0.104244,171.617,12.4812,
RM0342,ott763333,Pinctada martensii,shi2009,990.74,1154.04,c_value,sex_averaged,3117.0,,28.0,,False,0.858497,35.384,0.3179,
RM0344,ott1044480,Pinus balfouriana,friedline2015,1572.8,29281.32,c_value,sex_averaged,507.0,12.0,12.0,True,True,0.053713,131.067,3.1022,
RM0345,ott245809,Pinus elliottii,yang2013,1036.3,22787.4,c_value,sex_averaged,108.0,16.0,12.0,True,True,0.045477,86.358,9.5954,0.9445
RM0346,ott830806,Pinus koraiensis,chen2010b,857.46,27579.6,c_value,sex_averaged,122.0,11.0,12.0,True,True,0.03109,71.455,7.0284,
RM0347,ott568626,Pinus lambertiana,jermstad2010,1231.0,27602.7,estimate_unspecified,sex_averaged,399.0,19.0,12.0,True,True,0.044597,102.583,3.0852,
RM0348,ott714296,Pinus massoniana,chen2014a,1956.0,25134.6,c_value,sex_averaged,251.0,17.0,12.0,True,True,0.077821,163.0,7.7928,
RM0349,ott837883,Pinus pinaster,chancerel2013,1708.0,23814.3,c_value,sex_averaged,1131.0,12.0,12.0,True,True,0.071722,142.333,1.5102,
RM0350,ott568644,Pinus radiata,moragasuazo2014,1060.0,21936.54,c_value,sex_averaged,458.0,12.0,12.0,True,True,0.048321,88.333,2.3144,
RM0352,ott1075736,Pinus taeda,westbrook2015,2305.0,21516.0,c_value,sex_averaged,3856.0,12.0,12.0,True,True,0.10713,192.083,0.5978,
RM0354,ott359905,Pisum sativum,boutet2016,1255.0,4772.64,estimate_unspecified,sex_averaged,2071.0,7.0,7.0,True,True,0.262957,179.286,0.606,
RM0355,ott724404,Plasmodium chabaudi,martinello2005,1676.0,18.8678,estimate_unspecified,sex_averaged,614.0,22.0,14.0,True,True,88.828586,119.714,2.7296,
RM0356,ott201128,Plasmodium falciparum,jiang2011,2514.0,23.2703,estimate_unspecified,sex_averaged,3438.0,14.0,14.0,True,True,108.034705,179.571,0.7312,
RM0357,ott826551,Plasmodium yoelii,li2011,579.2,23.1254,estimate_unspecified,sex_averaged,,14.0,14.0,,False,25.046053,41.371,,
RM0358,ott216726,Pleurotus eryngii,im2016,1047.8,43.7797,c_value,sex_averaged,256.0,12.0,,,False,23.933467,,4.093,
RM0360,ott312452,Poecilia reticulata,tripathi2009,899.0,865.53,c_value,sex_averaged,790.0,23.0,23.0,True,True,1.03867,39.087,1.138,
RM0361,ott1042743,Pogonomyrmex rugosus,sirvio2010,2823.0,255.0,estimate_unspecified,male,215.0,14.0,16.0,True,True,11.070588,176.438,13.1302,
RM0362,ott5763644,Populus adenopoda,wang2009c,2178.5,508.56,c_value,sex_averaged,212.0,26.0,19.0,True,True,4.283664,114.658,10.2759,
RM0363,ott1030862,Populus alba,paolucci2010,3027.1,508.56,estimate_unspecified,sex_averaged,322.0,19.0,19.0,True,True,5.952297,159.321,9.4009,
RM0364,ott8867,Populus deltoides,mousavi2016,4067.16,500.0,c_value,sex_averaged,2012.0,19.0,19.0,True,True,8.13432,214.061,2.0215,
RM0366,ott8848,Populus nigra,gaudet2008,2278.5,514.0368,c_value,sex_averaged,368.0,20.0,19.0,True,True,4.432562,119.921,6.1916,0.8577
RM0368,ott839584,Populus tremula,pakull2009,1542.35,469.44,c_value,sex_averaged,344.0,32.0,19.0,True,True,3.28551,81.176,4.4836,1.1983
RM0369,ott8861,Populus trichocarpa,drost2009,2801.5,489.0,c_value,sex_averaged,411.0,,19.0,,False,5.729039,147.447,6.8163,
RM0370,ott718120,Portunus trituberculatus,liu2012b,3519.45,2259.18,c_value,sex_averaged,919.0,51.0,53.0,True,True,1.557844,66.405,3.8297,1.0011
RM0371,ott3885394,Primulina eburnea,feng2016,3774.7,1985.34,c_value,sex_averaged,216.0,18.0,18.0,True,True,1.901286,209.706,17.4755,
RM0372,ott197875,Pristionchus pacificus,srinivasan2002,338.6,133.114,estimate_unspecified,sex_averaged,122.0,6.0,6.0,True,True,2.543684,56.433,2.7754,
RM0373,ott217632,Prunus armeniaca,lalli2008,522.69,293.4,c_value,sex_averaged,450.0,8.0,8.0,True,True,1.781493,65.336,1.1615,
RM0374,ott162547,Prunus avium,wang2015a,849.0,342.3,estimate_unspecified,sex_averaged,718.0,8.0,8.0,True,True,2.48028,106.125,1.1825,
RM0375,ott731568,Prunus dulcis,tavassolian2010,591.4,240.0,estimate_unspecified,sex_averaged,157.0,8.0,8.0,True,True,2.464167,73.925,3.7669,
RM0376,ott1020749,Prunus kansuensis,cao2011,616.0,293.4,estimate_unspecified,sex_averaged,138.0,8.0,8.0,True,True,2.099523,77.0,4.4638,
RM0377,ott426562,Prunus mume,zhang2015b,1550.62,234.03,estimate_unspecified,sex_averaged,8007.0,8.0,8.0,True,True,6.625732,193.828,0.1937,
RM0378,ott259054,Prunus persica,nunezlillo2015,484.3,273.84,estimate_unspecified,sex_averaged,195.0,,8.0,,False,1.768551,60.538,2.4836,
RM0379,ott259054,Prunus persica,nunezlillo2015,389.2,273.84,estimate_unspecified,sex_averaged,1837.0,8.0,8.0,True,True,1.421268,48.65,0.2119,
RM0381,ott857565,Pseudocercospora fijiensis,arangoisaza2016,1416.0,74.1412,estimate_unspecified,sex_averaged,376.0,17.0,12.0,True,True,19.098693,118.0,3.766,
